,PLAYER_NAME,TOTAL_MADE_SHOTS,TOTAL_ATTEMPTED_SHOTS,TOTAL_MISSED_SHOTS,In The Paint (Non-RA) - Center,Above the Break 3 - Center,Restricted Area - Center,Above the Break 3 - Left Side Center,Above the Break 3 - Right Side Center,Mid-Range - Center,In The Paint (Non-RA) - Right Side,Right Corner 3 - Right Side,Mid-Range - Right Side,In The Paint (Non-RA) - Left Side,Left Corner 3 - Left Side,Mid-Range - Left Side,Mid-Range - Right Side Center,Mid-Range - Left Side Center,Backcourt - Back Court,Above the Break 3 - Back Court,Dunk,Hook,Fadeaway,Step Back,Cutting,Turnaround,Floater,Jumpshot,Driving,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,height
157,Jae Crowder,114,270,156,29,11,39,36,41,3,3,33,17,0,44,9,4,0,1,0,0,1,3,10,17,2,30,220,32,23.1,2.3,5.4,0.422,1.2,3.3,0.349,1.1,2.1,0.538,0.53,0.5,0.7,0.722,0.6,2.6,3.2,1.3,0.8,0.2,0.5,1.5,6.2,198
158,Malik Beasley,320,722,402,53,57,72,130,130,6,7,131,13,2,94,10,6,11,0,0,6,2,7,36,2,1,52,638,87,29.6,4.1,9.1,0.443,2.8,6.9,0.413,1.2,2.3,0.533,0.598,0.3,0.4,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2,11.3,193
159,Jimmy Butler,396,793,397,203,2,280,29,41,9,18,40,82,4,33,37,11,4,0,0,45,14,68,27,34,87,78,383,227,34,6.6,13.2,0.499,1,2.4,0.414,5.6,10.8,0.519,0.537,6.6,7.7,0.858,1.8,3.6,5.3,5,1.3,0.3,1.7,1.1,20.8,201
160,Bam Adebayo,530,1017,487,436,24,313,4,7,63,24,6,38,13,1,53,14,21,0,0,151,69,146,22,49,152,84,497,134,34,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,206
161,Tyler Herro,324,735,411,160,98,85,87,105,26,17,32,34,10,10,29,18,23,1,0,6,2,22,34,7,13,119,608,172,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8,196
162,Haywood Highsmith,153,329,176,41,11,78,57,40,1,1,37,4,3,47,7,0,2,0,0,18,13,0,5,14,10,25,229,26,20.7,2.3,5,0.465,1.2,2.9,0.396,1.2,2.1,0.562,0.581,0.3,0.5,0.639,1,2.2,3.2,1.1,0.8,0.5,0.5,1.8,6.1,201
163,Duncan Robinson,304,675,371,79,91,103,126,139,1,4,58,8,1,57,2,1,3,2,0,3,2,6,15,27,3,58,551,111,28,4.5,9.9,0.45,2.8,7,0.395,1.7,3,0.579,0.589,1.2,1.3,0.889,0.2,2.3,2.5,2.8,0.7,0.2,1.4,2.4,12.9,201
164,Jaime Jaquez Jr.,341,697,356,177,17,254,39,33,3,11,49,24,4,59,17,5,1,3,1,35,44,33,5,53,73,48,302,172,28.2,4.5,9.3,0.489,0.9,2.7,0.322,3.7,6.6,0.558,0.536,1.9,2.3,0.811,1.1,2.7,3.8,2.6,1,0.3,1.5,2.2,11.9,198
165,Josh Richardson,154,347,193,52,29,56,78,36,15,4,20,5,5,26,9,1,10,1,0,8,6,12,15,9,11,13,271,44,25.7,3.6,8.1,0.444,1.5,4.4,0.347,2,3.7,0.561,0.539,1.2,1.3,0.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9,196
166,Kevin Love,158,359,201,42,71,59,92,45,0,0,17,2,0,18,7,2,3,1,0,1,22,7,2,4,16,7,267,25,16.8,2.9,6.5,0.44,1.5,4.4,0.344,1.3,2.1,0.643,0.557,1.5,2,0.787,1.1,5.1,6.1,2.1,0.3,0.2,0.9,1.8,8.8,203
167,Caleb Martin,241,559,318,89,19,158,56,61,12,2,48,16,7,46,18,16,9,2,0,20,3,20,17,19,14,37,340,145,27.4,3.8,8.7,0.431,1.3,3.6,0.349,2.5,5.1,0.489,0.504,1.2,1.5,0.778,1.2,3.2,4.4,2.2,0.7,0.5,1.2,2,10,196
168,Nikola Jovic,127,281,154,44,17,63,40,56,0,1,25,3,2,24,4,0,1,0,1,2,7,2,11,14,3,21,191,48,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1,0.702,0.5,3.6,4.2,2,0.5,0.3,0.9,1.8,7.7,208
169,Terry Rozier,442,998,556,191,30,218,137,111,29,13,52,44,10,78,35,22,26,2,0,2,4,29,206,6,17,144,729,283,33.4,7.2,16.4,0.443,2.4,6.7,0.363,4.8,9.6,0.498,0.518,2.8,3.2,0.869,0.6,3.5,4,5.6,1,0.3,1.7,1.7,19.8,185
170,Marcus Smart,102,237,135,49,19,29,39,40,6,1,14,6,7,20,2,2,1,2,0,0,1,8,7,2,13,25,202,41,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,190
171,Desmond Bane,360,776,416,107,85,200,107,112,27,5,27,18,3,28,19,23,13,2,0,7,12,17,69,12,3,67,540,216,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1,0.5,2.7,2.9,23.7,196
172,Jaren Jackson Jr.,516,1161,645,394,97,339,73,131,7,18,26,11,17,31,6,1,2,8,0,39,152,5,12,20,109,202,628,454,32.2,7.8,17.6,0.444,1.8,5.5,0.32,6,12.1,0.501,0.494,5.1,6.3,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,208
173,Ziaire Williams,150,378,228,34,13,99,58,39,11,6,41,5,6,36,15,8,5,2,0,36,2,4,20,15,8,27,269,55,20.4,2.9,7.4,0.397,1.1,3.7,0.307,1.8,3.7,0.487,0.474,1.2,1.5,0.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2,206
174,Luke Kennard,141,315,174,23,58,23,69,83,10,1,12,10,2,16,2,4,2,0,0,0,1,5,22,5,2,17,290,27,25.6,3.6,8.1,0.448,2.7,6.1,0.45,0.9,2,0.442,0.617,1,1.2,0.889,0.3,2.6,2.9,3.5,0.5,0.1,1.4,1,11,196
175,John Konchar,88,208,120,8,15,78,23,22,0,1,19,0,0,41,1,0,0,0,0,3,1,0,1,15,2,10,133,23,21.3,1.6,3.8,0.423,0.7,2.2,0.317,0.9,1.6,0.568,0.514,0.4,0.5,0.84,1.3,3.4,4.7,2,0.9,0.9,0.8,1.4,4.3,196
176,Vince Williams Jr.,169,379,210,45,27,104,54,53,2,1,32,7,5,43,4,1,1,0,0,9,4,9,12,15,11,38,270,76,27.6,3.3,7.3,0.446,1.5,4,0.378,1.7,3.3,0.529,0.55,2,2.5,0.8,1.1,4.4,5.6,3.4,0.9,0.7,1.8,2.6,10,193
177,Xavier Tillman,121,279,158,74,4,113,11,15,0,1,20,2,3,31,5,0,0,0,0,18,32,2,5,28,21,40,130,55,18,2.2,5.2,0.434,0.4,1.5,0.247,1.9,3.7,0.51,0.47,0.4,0.9,0.44,1.3,2.6,3.9,1.4,0.9,0.8,0.6,1.4,5.3,203
178,Santi Aldama,247,568,321,81,49,146,91,69,2,6,49,11,4,46,9,4,1,0,0,38,23,14,14,20,18,55,392,97,26.5,4,9.3,0.435,1.7,5,0.349,2.3,4.3,0.534,0.528,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5,10.7,211
179,GG Jackson,241,563,322,62,52,178,80,87,7,3,33,7,2,33,7,8,3,1,0,43,2,12,27,26,14,45,365,130,25.7,5,11.7,0.428,2.1,6,0.357,2.9,5.8,0.502,0.519,2.4,3.2,0.752,1.1,3,4.1,1.2,0.6,0.5,1.4,1.3,14.6,206
180,Jake LaRavia,118,303,185,48,23,84,57,47,4,1,13,1,2,15,3,3,1,1,0,8,7,12,22,6,11,34,199,70,23,3.4,8.7,0.389,1.5,4.5,0.34,1.9,4.2,0.442,0.477,2.6,3.1,0.826,1.5,2.2,3.7,1.7,0.8,0.3,1.3,2,10.8,203
181,Scotty Pippen Jr.,100,203,103,43,14,76,23,27,4,1,5,1,0,3,2,4,0,0,0,5,1,4,15,0,2,28,123,70,25.1,4.8,9.7,0.493,1.4,3.4,0.417,3.3,6.2,0.534,0.567,2,2.6,0.745,1,2.1,3.2,4.7,1.7,0.5,2.7,2.9,12.9,185
182,Lamar Stevens,108,240,132,61,2,88,12,5,4,7,10,10,7,16,8,3,6,1,0,24,4,47,3,14,38,9,121,40,14.7,2.8,6.3,0.45,0.4,1.2,0.304,2.5,5.1,0.485,0.479,1.1,1.4,0.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,7.2,198
183,LeBron James,685,1269,584,177,91,547,148,79,20,4,23,26,13,21,73,18,28,1,0,90,27,155,52,71,101,60,567,360,35.3,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7,206
184,Cam Reddish,91,234,143,26,5,81,20,17,1,1,37,4,0,31,5,4,2,0,0,13,3,4,1,11,2,14,140,54,20.5,1.9,4.9,0.389,0.8,2.3,0.336,1.1,2.6,0.435,0.468,0.9,1.1,0.759,0.6,1.5,2.1,1,1,0.3,0.6,1.3,5.4,203
185,D'Angelo Russell,492,1080,588,204,104,177,213,150,35,9,27,28,11,46,22,26,23,5,0,1,7,48,75,21,19,119,853,233,32.7,6.5,14.2,0.456,3,7.2,0.415,3.5,7,0.497,0.56,2.1,2.5,0.828,0.4,2.7,3.1,6.3,0.9,0.5,2.1,2.1,18,190
186,Anthony Davis,713,1283,570,350,25,576,38,26,55,11,1,39,18,17,62,33,32,0,0,208,112,86,42,107,163,97,489,185,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9,15.5,0.582,0.567,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,208
187,Austin Reaves,457,940,483,159,93,215,137,124,26,15,27,29,17,36,20,14,25,3,0,13,0,45,67,20,17,95,680,216,32.1,5.6,11.5,0.486,1.9,5.1,0.367,3.7,6.3,0.583,0.568,2.8,3.3,0.853,0.7,3.6,4.3,5.5,0.8,0.3,2.1,1.9,15.9,196
188,Taurean Prince,253,572,319,76,14,99,90,89,7,8,76,8,3,83,8,1,6,3,1,8,1,19,29,11,13,26,426,109,27,3.2,7.3,0.442,1.8,4.6,0.396,1.4,2.8,0.519,0.566,0.6,0.9,0.735,0.3,2.7,2.9,1.5,0.7,0.4,0.9,1.9,8.9,198
189,Christian Wood,123,264,141,48,31,85,19,37,3,3,14,0,0,13,4,4,3,0,0,27,3,4,3,28,6,13,154,34,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3,0.587,0.532,1.3,1.9,0.702,0.8,4.3,5.1,1,0.3,0.7,1,1.4,6.9,203
190,Rui Hachimura,363,676,313,112,17,235,56,50,22,6,42,22,5,67,18,12,12,0,0,87,11,35,14,43,35,7,359,101,26.9,5.3,9.9,0.537,1.4,3.4,0.422,3.9,6.5,0.597,0.609,1.5,2,0.739,0.9,3.5,4.3,1.2,0.6,0.4,0.7,1.5,13.6,203
191,Max Christie,103,241,138,46,10,50,25,30,10,2,18,4,0,33,5,4,2,1,1,18,2,8,4,11,7,16,170,51,14.1,1.5,3.6,0.427,0.6,1.8,0.356,0.9,1.8,0.496,0.515,0.5,0.7,0.783,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9,4.2,198
192,Spencer Dinwiddie,251,640,389,108,56,117,110,106,6,8,56,13,4,38,6,5,5,2,0,11,4,7,53,0,8,82,488,191,28.3,3.3,8.4,0.392,1.6,4.8,0.337,1.7,3.6,0.467,0.489,2.2,2.8,0.805,0.4,2.3,2.7,4.7,0.7,0.3,1.2,1.8,10.5,196
193,Kawhi Leonard,610,1162,552,265,79,244,80,108,53,35,31,94,17,38,51,45,22,0,0,84,46,147,73,15,100,67,803,179,34.3,9,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,201
194,James Harden,352,822,470,122,135,145,100,215,15,6,22,19,8,16,9,6,4,0,0,2,3,8,241,1,3,76,663,172,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,196
195,Paul George,582,1236,654,141,151,200,127,216,66,12,53,69,8,39,42,60,50,1,1,40,9,70,142,21,42,41,962,169,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,203
196,Russell Westbrook,301,663,362,112,19,322,41,26,13,3,37,16,7,31,24,3,9,0,0,50,3,43,17,30,23,15,260,202,22.5,4.4,9.8,0.454,0.6,2.3,0.273,3.8,7.5,0.509,0.486,1.6,2.4,0.688,1.4,3.7,5,4.5,1.1,0.3,2.1,1.8,11.1,193
197,Terance Mann,254,493,239,75,13,177,42,38,3,6,45,9,7,65,7,3,2,1,0,52,4,22,30,39,10,20,285,54,25,3.4,6.6,0.515,0.9,2.7,0.348,2.4,3.9,0.633,0.587,1.1,1.3,0.832,1.2,2.2,3.4,1.6,0.6,0.2,0.6,1.9,8.8,196
198,Norman Powell,373,768,395,143,55,151,117,82,14,6,38,15,6,90,27,7,15,2,0,18,10,13,29,12,3,105,569,221,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,0.594,1.9,2.3,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.9,190
199,Ivica Zubac,337,519,182,191,0,317,0,0,1,5,0,1,2,0,2,0,0,0,0,127,145,0,0,62,53,49,53,26,26.4,5,7.6,0.649,0,0,,5,7.6,0.649,0.649,1.8,2.4,0.723,2.9,6.3,9.2,1.4,0.3,1.2,1.2,2.6,11.7,213
200,Bones Hyland,97,251,154,35,29,50,48,39,4,7,9,7,3,9,4,3,3,1,0,2,3,10,52,2,10,22,181,53,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,188
201,Amir Coffey,166,352,186,63,11,67,16,55,5,0,56,7,5,43,10,5,6,3,0,8,3,15,5,4,18,14,261,43,20.9,2.4,5,0.472,1,2.6,0.38,1.4,2.4,0.571,0.571,0.9,1,0.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,201
202,Daniel Theis,156,293,137,62,24,140,15,12,5,3,8,5,1,11,4,1,1,1,0,46,8,5,0,47,6,27,127,13,16.9,2.6,4.9,0.532,0.4,1.2,0.366,2.2,3.7,0.586,0.577,0.6,0.8,0.76,1.4,2.7,4.1,1,0.4,0.9,0.7,2.1,6.3,203
203,Myles Turner,476,909,433,182,169,297,57,56,40,13,32,24,4,9,8,11,6,1,0,70,50,15,25,90,80,19,484,123,27,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3,17.1,211
204,Bennedict Mathurin,296,663,367,130,48,235,76,65,12,6,12,21,9,13,18,10,8,0,0,20,4,15,43,19,13,62,362,201,26.1,5,11.2,0.446,1.4,3.6,0.374,3.7,7.6,0.481,0.507,3.1,3.8,0.821,1,2.9,4,2,0.6,0.2,1.6,2,14.5,198
205,Tyrese Haliburton,500,1048,548,146,148,205,151,184,21,9,33,50,5,14,27,43,7,4,1,27,16,13,178,5,5,139,781,325,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,196
206,Obi Toppin,332,579,247,52,26,260,70,50,1,0,32,6,2,72,5,0,0,3,0,112,2,6,5,39,9,17,286,90,21.1,4,7.1,0.573,1.2,3.1,0.403,2.8,4,0.706,0.661,0.9,1.2,0.77,1,2.9,3.9,1.6,0.6,0.5,0.8,1.7,10.3,206
207,Aaron Nesmith,315,635,320,77,31,186,64,92,2,6,86,17,3,60,8,3,0,0,0,33,3,13,8,13,8,32,402,160,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,4.2,0.581,0.606,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,196
208,Jalen Smith,234,395,161,44,54,184,25,40,4,1,18,8,2,6,3,2,3,1,0,51,15,2,5,38,19,4,168,33,17.2,3.8,6.5,0.592,1,2.4,0.424,2.8,4.1,0.689,0.67,1.2,1.7,0.692,1.8,3.7,5.5,1,0.3,0.6,0.7,2,9.9,208
209,Andrew Nembhard,260,522,262,120,33,125,50,34,20,8,30,30,1,24,27,8,12,0,0,1,1,37,37,8,13,53,376,124,25,3.8,7.7,0.498,0.9,2.5,0.357,2.9,5.2,0.567,0.557,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.2,196
210,T.J. McConnell,330,593,263,197,18,192,8,7,8,26,5,85,9,4,23,6,3,1,1,0,1,92,1,6,43,60,335,239,18.2,4.6,8.4,0.556,0.3,0.6,0.409,4.4,7.7,0.568,0.572,0.7,0.9,0.79,0.5,2.2,2.7,5.5,1,0.1,1.5,1.1,10.2,185
211,Isaiah Jackson,155,233,78,42,1,180,0,1,2,0,2,3,0,0,1,1,0,0,0,82,15,3,1,41,13,8,24,23,13.1,2.6,3.9,0.665,0,0.1,0,2.6,3.9,0.677,0.665,1.2,1.7,0.716,1.6,2.4,4,0.8,0.6,1,0.7,2.3,6.5,208
212,Ben Sheppard,90,229,139,15,10,50,23,40,1,2,49,4,0,34,0,1,0,0,0,6,0,1,1,15,4,5,167,28,14.3,1.6,4,0.393,0.9,2.7,0.314,0.7,1.3,0.562,0.5,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0,0.3,1.5,4.4,198
213,Alperen Sengun,527,982,455,317,56,450,28,23,27,8,1,16,18,1,18,6,11,2,0,74,173,60,6,93,130,105,327,243,32.5,8.4,15.6,0.537,0.5,1.8,0.297,7.8,13.8,0.567,0.553,3.9,5.6,0.693,2.9,6.4,9.3,5,1.2,0.7,2.6,3.3,21.1,211
214,Jabari Smith Jr.,378,833,455,108,80,191,109,113,22,13,44,33,11,29,38,22,15,5,0,55,5,50,20,45,52,19,578,59,31.9,5,11,0.454,1.8,5,0.363,3.2,6,0.53,0.537,2,2.4,0.811,1.8,6.3,8.1,1.6,0.7,0.8,1.2,2.6,13.7,211
215,Jalen Green,563,1332,769,147,144,384,212,186,56,6,29,35,6,29,30,40,23,3,2,56,1,37,226,22,12,52,852,352,31.7,6.9,16.2,0.423,2.5,7.4,0.332,4.4,8.9,0.498,0.498,3.5,4.3,0.804,0.5,4.7,5.2,3.5,0.8,0.3,2.3,1.4,19.6,193
216,Fred VanVleet,423,1018,595,105,154,128,171,196,59,14,27,25,8,28,19,46,28,8,2,0,4,19,58,0,11,70,840,173,36.8,5.8,13.9,0.416,3.1,8,0.387,2.7,5.9,0.454,0.527,2.7,3.1,0.86,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,17.4,183
217,Jae'Sean Tate,108,229,121,41,3,102,20,10,0,0,14,2,3,30,2,2,0,0,0,6,21,4,1,11,14,11,95,62,15.9,1.7,3.5,0.472,0.4,1.2,0.299,1.3,2.3,0.559,0.522,0.4,0.6,0.667,0.9,2.1,3,1,0.6,0.2,0.6,2.1,4.1,193
218,Aaron Holiday,186,417,231,72,48,71,61,58,9,4,31,14,8,18,11,5,6,1,0,2,5,12,15,0,12,69,320,125,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,183
219,Jock Landale,106,206,100,45,13,102,11,12,5,3,1,6,0,3,3,2,0,0,0,24,24,0,0,18,15,20,82,11,13.6,1.9,3.7,0.515,0.2,0.7,0.25,1.7,3,0.578,0.539,0.9,1.2,0.8,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9,211
220,Dillon Brooks,329,768,439,137,48,178,116,141,5,8,26,15,15,36,27,7,7,2,0,16,17,37,34,18,35,39,494,171,30.9,4.6,10.7,0.428,1.8,5.1,0.359,2.7,5.5,0.492,0.515,1.7,2,0.844,0.7,2.7,3.4,1.7,0.9,0.1,1.2,3.3,12.7,198
221,Jeff Green,167,366,199,64,24,97,17,41,5,6,41,16,5,33,9,2,2,4,0,25,16,20,4,28,33,33,219,63,16.8,2.1,4.7,0.456,0.7,2.1,0.331,1.5,2.6,0.553,0.529,1.6,1.9,0.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,203
222,Amen Thompson,239,446,207,69,13,281,12,14,9,4,12,4,7,6,1,5,8,1,0,97,2,9,4,43,11,23,124,89,22.4,3.9,7.2,0.536,0.1,0.9,0.138,3.7,6.3,0.595,0.545,1.7,2.5,0.684,2.4,4.2,6.6,2.6,1.3,0.6,1.5,2.3,9.5,201
223,Cam Whitmore,212,467,255,59,34,159,77,64,11,1,18,5,1,25,6,2,3,2,0,50,1,2,44,17,4,22,278,85,18.7,4.5,9.9,0.454,1.7,4.7,0.359,2.8,5.3,0.538,0.539,1.6,2.4,0.679,0.9,2.9,3.8,0.7,0.6,0.4,1,1.4,12.3,201
224,Klay Thompson,490,1133,643,111,105,93,212,280,40,6,46,62,2,46,55,47,26,2,0,2,3,54,62,36,29,36,964,91,29.7,6.4,14.7,0.432,3.5,9,0.387,2.9,5.7,0.503,0.551,1.6,1.8,0.927,0.5,2.8,3.3,2.3,0.6,0.5,1.5,1.6,17.9,196
225,Andrew Wiggins,353,780,427,182,35,206,90,79,27,11,16,34,8,33,26,19,13,1,0,38,37,17,30,42,71,43,432,143,27,5,11,0.453,1.3,3.6,0.358,3.7,7.4,0.498,0.511,2,2.7,0.751,1.5,3,4.5,1.7,0.6,0.6,1.2,2.1,13.2,201
226,Kevon Looney,139,233,94,63,0,151,0,0,3,1,0,6,1,0,2,4,1,1,0,28,10,2,1,56,4,7,28,33,16.1,1.9,3.1,0.597,0,0,0,1.9,3.1,0.599,0.597,0.8,1.1,0.675,1.9,3.7,5.7,1.8,0.4,0.4,0.7,2.1,4.5,206
227,Stephen Curry,650,1445,795,197,211,169,294,290,41,12,36,37,8,42,41,34,30,2,1,0,10,25,230,37,19,101,1127,296,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4,7.7,0.515,0.573,4,4.4,0.923,0.5,4,4.5,5.1,0.7,0.4,2.8,1.6,26.4,188
228,Draymond Green,185,372,187,87,30,140,32,25,5,0,21,7,1,20,2,1,0,0,1,8,11,3,1,45,6,25,170,90,27.1,3.4,6.8,0.497,0.9,2.3,0.395,2.4,4.4,0.551,0.566,1,1.3,0.73,1.4,5.9,7.2,6,1,0.9,2.5,3,8.6,198
229,Dario Saric,181,388,207,76,58,87,46,68,9,4,10,10,0,15,3,2,0,0,0,1,23,3,4,21,11,14,245,61,17.2,2.8,6.1,0.466,1.2,3.1,0.376,1.7,3,0.56,0.562,1.2,1.5,0.849,1.1,3.3,4.4,2.3,0.5,0.2,1.2,1.8,8,208
230,Chris Paul,206,467,261,67,40,14,81,47,34,16,15,51,2,22,25,33,16,4,0,0,0,44,15,1,10,22,433,40,26.4,3.6,8.1,0.441,1.3,3.6,0.371,2.2,4.4,0.498,0.525,0.7,0.9,0.827,0.3,3.6,3.9,6.8,1.2,0.1,1.3,1.9,9.2,183
231,Moses Moody,194,420,226,76,23,101,48,74,4,8,26,11,1,29,12,6,1,0,0,21,1,11,12,16,4,31,278,72,17.5,2.9,6.4,0.462,1.1,3,0.36,1.8,3.3,0.555,0.548,1.1,1.4,0.785,1,2,3,0.9,0.6,0.4,0.7,1.4,8.1,196
232,Jonathan Kuminga,456,862,406,235,10,351,50,51,15,15,25,33,5,27,33,5,5,1,1,157,16,58,33,60,62,50,367,219,26.3,6.2,11.6,0.529,0.7,2.2,0.321,5.4,9.4,0.578,0.56,3,4,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1,203
233,Brandin Podziemski,271,597,326,183,30,140,62,92,11,3,20,7,5,29,6,3,5,1,0,5,32,11,30,33,19,78,339,192,26.6,3.7,8.1,0.454,1.2,3.2,0.385,2.4,4.9,0.499,0.529,0.7,1.1,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,1.6,9.2,196
234,Trayce Jackson-Davis,233,332,99,60,0,269,0,1,0,0,0,1,0,0,1,0,0,0,0,124,11,1,0,116,2,4,7,27,16.6,3.4,4.9,0.702,0,0,0,3.4,4.9,0.704,0.702,1.1,1.9,0.561,2,3,5,1.2,0.4,1.1,0.7,1.6,7.9,206
235,Cade Cunningham,524,1167,643,249,88,302,111,87,77,11,25,53,17,20,36,40,46,5,0,26,27,43,92,12,36,99,742,377,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,198
236,Killian Hayes,117,283,166,77,11,25,22,20,27,13,11,15,8,10,29,5,10,0,0,5,0,24,25,4,8,32,253,34,24,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,196
